risk_id,country_id,year,growth_category,inflation_risk,unemployment_risk
2590,2024_LAO,2024,Moderate,High,High
2591,2000_LVA,2000,Moderate,Low,High
2592,2001_LVA,2001,High,Low,Medium
2593,2002_LVA,2002,High,Low,Medium
2594,2003_LVA,2003,High,Low,Medium
2595,2004_LVA,2004,High,Medium,Medium
2596,2005_LVA,2005,High,Medium,Medium
2597,2006_LVA,2006,High,Medium,Low
2598,2007_LVA,2007,High,High,Medium
2599,2008_LVA,2008,Negative,High,High
2600,2009_LVA,2009,Negative,Low,High
2601,2010_LVA,2010,Negative,Low,High
2602,2011_LVA,2011,Moderate,Low,High
2603,2012_LVA,2012,High,Low,Medium
2604,2013_LVA,2013,Low,Low,High
2605,2014_LVA,2014,Low,Low,High
2606,2015_LVA,2015,Moderate,Low,Medium
2607,2016_LVA,2016,Low,Low,Medium
2608,2017_LVA,2017,Moderate,Low,Medium
2609,2018_LVA,2018,Moderate,Low,Medium
2610,2019_LVA,2019,Low,Low,High
2611,2020_LVA,2020,Negative,Low,High
2612,2021_LVA,2021,High,Low,Medium
2613,2022_LVA,2022,Low,High,High
2614,2023_LVA,2023,Negative,Medium,High
2615,2024_LVA,2024,Negative,Low,High
2616,2000_LBN,2000,Low,High,High
2617,2001_LBN,2001,Moderate,High,Medium
2618,2002_LBN,2002,Moderate,High,Medium
2619,2003_LBN,2003,Moderate,High,High
2620,2004_LBN,2004,High,High,Medium
2621,2005_LBN,2005,Low,High,High
2622,2006_LBN,2006,Low,High,High
2623,2007_LBN,2007,High,High,Medium
2624,2008_LBN,2008,High,High,Medium
2625,2009_LBN,2009,High,Low,Medium
2626,2010_LBN,2010,High,Low,Medium
2627,2011_LBN,2011,Low,Low,High
2628,2012_LBN,2012,Low,Medium,High
2629,2013_LBN,2013,Moderate,Low,High
2630,2014_LBN,2014,Low,Low,High
2631,2015_LBN,2015,Low,Low,High
2632,2016_LBN,2016,Low,Low,High
2633,2017_LBN,2017,Low,Low,High
2634,2018_LBN,2018,Negative,Medium,High
2635,2019_LBN,2019,Negative,Low,High
2636,2020_LBN,2020,Negative,High,High
2637,2021_LBN,2021,Negative,High,High
2638,2022_LBN,2022,Negative,High,High
2639,2023_LBN,2023,Negative,High,High
2640,2024_LBN,2024,High,High,Medium
2641,2000_LSO,2000,Moderate,Medium,Medium
2642,2001_LSO,2001,Moderate,Low,Medium
2643,2002_LSO,2002,Low,High,High
2644,2003_LSO,2003,Moderate,Medium,Medium
2645,2004_LSO,2004,Low,Medium,Medium
2646,2005_LSO,2005,Moderate,Low,Medium
2647,2006_LSO,2006,Moderate,Medium,Medium
2648,2007_LSO,2007,Moderate,Medium,Medium
2649,2008_LSO,2008,Moderate,High,High
2650,2009_LSO,2009,Negative,Low,High
2651,2010_LSO,2010,Moderate,Low,High
2652,2011_LSO,2011,Moderate,Medium,Medium
2653,2012_LSO,2012,High,Medium,Medium
2654,2013_LSO,2013,Low,Low,High
2655,2014_LSO,2014,Low,Medium,High
2656,2015_LSO,2015,Moderate,Low,High
2657,2016_LSO,2016,Moderate,Medium,Medium
2658,2017_LSO,2017,Negative,Low,High
2659,2018_LSO,2018,Negative,Low,High
2660,2019_LSO,2019,Negative,Medium,High
2661,2020_LSO,2020,Negative,Low,High
2662,2021_LSO,2021,Low,Medium,High
2663,2022_LSO,2022,Low,Medium,High
2664,2023_LSO,2023,Low,Medium,High
2665,2024_LSO,2024,Low,Medium,High
2666,2000_LBR,2000,High,High,Low
2667,2001_LBR,2001,Low,High,High
2668,2002_LBR,2002,Moderate,High,Medium
2669,2003_LBR,2003,Negative,High,High
2670,2004_LBR,2004,Low,Medium,High
2671,2005_LBR,2005,Moderate,High,Medium
2672,2006_LBR,2006,High,Medium,Medium
2673,2007_LBR,2007,High,High,Medium
2674,2008_LBR,2008,High,High,Medium
2675,2009_LBR,2009,Moderate,Medium,High
2676,2010_LBR,2010,High,Medium,Medium
2677,2011_LBR,2011,High,Medium,Medium
2678,2012_LBR,2012,High,Medium,Medium
2679,2013_LBR,2013,High,Medium,Medium
2680,2014_LBR,2014,Low,Medium,High
2681,2015_LBR,2015,Negative,Medium,High
2682,2016_LBR,2016,Negative,Medium,High
2683,2017_LBR,2017,Low,High,Medium
2684,2018_LBR,2018,Low,High,High
2685,2019_LBR,2019,Negative,High,High
2686,2020_LBR,2020,Negative,High,High
2687,2021_LBR,2021,Moderate,Medium,Medium
2688,2022_LBR,2022,Moderate,Medium,Medium
2689,2023_LBR,2023,Moderate,High,High
2690,2024_LBR,2024,Moderate,Medium,Medium
2691,2000_LBY,2000,Moderate,Low,High
2692,2001_LBY,2001,Negative,Low,High
2693,2002_LBY,2002,Negative,Low,High
2694,2003_LBY,2003,High,Low,Low
2695,2004_LBY,2004,Moderate,Low,Medium
2696,2005_LBY,2005,High,Low,Medium
2697,2006_LBY,2006,High,Low,Medium
2698,2007_LBY,2007,High,Medium,Medium
2699,2008_LBY,2008,Negative,High,High
2700,2009_LBY,2009,Negative,Low,High
2701,2010_LBY,2010,Moderate,Low,High
2702,2011_LBY,2011,Negative,High,High
2703,2012_LBY,2012,High,Medium,Low
2704,2013_LBY,2013,Negative,Low,High
2705,2014_LBY,2014,Negative,Low,High
2706,2015_LBY,2015,Negative,High,High
2707,2016_LBY,2016,Negative,High,High
2708,2017_LBY,2017,High,High,Low
2709,2018_LBY,2018,High,High,Medium
2710,2019_LBY,2019,Negative,Low,High
2711,2020_LBY,2020,Negative,Low,High
2712,2021_LBY,2021,High,Low,Low
2713,2022_LBY,2022,Negative,Low,High
2714,2023_LBY,2023,High,Low,Medium
2715,2024_LBY,2024,Low,Low,High
2716,2000_LIE,2000,Moderate,High,High
2717,2001_LIE,2001,Negative,High,High
2718,2002_LIE,2002,Negative,High,High
2719,2003_LIE,2003,Negative,High,High
2720,2004_LIE,2004,Moderate,High,High
2721,2005_LIE,2005,Moderate,High,High
2722,2006_LIE,2006,High,High,Medium
2723,2007_LIE,2007,Moderate,High,High
2724,2008_LIE,2008,Low,High,High
2725,2009_LIE,2009,Negative,High,High
2726,2000_LTU,2000,Moderate,Low,High
2727,2001_LTU,2001,High,Low,Medium
2728,2002_LTU,2002,High,Low,High
2729,2003_LTU,2003,High,Low,Medium
2730,2004_LTU,2004,High,Low,High
2731,2005_LTU,2005,High,Low,Medium
2732,2006_LTU,2006,High,Low,Medium
2733,2007_LTU,2007,High,Medium,Medium
2734,2008_LTU,2008,Low,High,High
2735,2009_LTU,2009,Negative,Low,High
2736,2010_LTU,2010,Low,Low,High
2737,2011_LTU,2011,High,Low,Medium
2738,2012_LTU,2012,Moderate,Low,Medium
2739,2013_LTU,2013,Moderate,Low,High
2740,2014_LTU,2014,Moderate,Low,Medium
2741,2015_LTU,2015,Low,Low,High
2742,2016_LTU,2016,Low,Low,High
2743,2017_LTU,2017,Moderate,Low,Medium
2744,2018_LTU,2018,Moderate,Low,High
2745,2019_LTU,2019,Moderate,Low,Medium
2746,2020_LTU,2020,Low,Low,High
2747,2021_LTU,2021,High,Low,Medium
2748,2022_LTU,2022,Low,High,High
2749,2023_LTU,2023,Low,Medium,High
2750,2024_LTU,2024,Low,Low,High
2751,2000_LUX,2000,High,Low,Medium
2752,2001_LUX,2001,Moderate,Low,High
2753,2002_LUX,2002,Moderate,Low,Medium
2754,2003_LUX,2003,Low,Low,Medium
2755,2004_LUX,2004,Moderate,Low,Medium
2756,2005_LUX,2005,Low,Low,High
2757,2006_LUX,2006,High,Low,Medium
2758,2007_LUX,2007,High,Low,Medium
2759,2008_LUX,2008,Negative,Low,High
2760,2009_LUX,2009,Negative,Low,High
2761,2010_LUX,2010,Moderate,Low,High
2762,2011_LUX,2011,Low,Low,High
2763,2012_LUX,2012,Low,Low,High
2764,2013_LUX,2013,Moderate,Low,Medium
2765,2014_LUX,2014,Low,Low,Medium
2766,2015_LUX,2015,Low,Low,Medium
2767,2016_LUX,2016,Moderate,Low,Medium
2768,2017_LUX,2017,Low,Low,High
2769,2018_LUX,2018,Low,Low,Medium
2770,2019_LUX,2019,Low,Low,High
2771,2020_LUX,2020,Negative,Low,High
2772,2021_LUX,2021,High,Low,High
2773,2022_LUX,2022,Negative,Medium,High
2774,2023_LUX,2023,Low,Low,High
2775,2024_LUX,2024,Low,Low,High
2776,2000_MAC,2000,Moderate,Low,Medium
2777,2001_MAC,2001,Low,Low,Medium
2778,2002_MAC,2002,High,Low,Medium
2779,2003_MAC,2003,High,Low,Medium
2780,2004_MAC,2004,High,Low,Low
2781,2005_MAC,2005,High,Low,Medium
2782,2006_MAC,2006,High,Medium,Low
2783,2007_MAC,2007,High,Medium,Low
2784,2008_MAC,2008,Moderate,Medium,Medium
2785,2009_MAC,2009,Low,Low,High
2786,2010_MAC,2010,High,Low,Low
2787,2011_MAC,2011,High,Medium,Low
2788,2012_MAC,2012,High,Medium,Medium
2789,2013_MAC,2013,High,Medium,Medium
2790,2014_MAC,2014,Negative,Medium,High
2791,2015_MAC,2015,Negative,Low,High
2792,2016_MAC,2016,Negative,Low,High
2793,2017_MAC,2017,High,Low,Medium
2794,2018_MAC,2018,High,Low,Medium
2795,2019_MAC,2019,Negative,Low,High
2796,2020_MAC,2020,Negative,Low,High
2797,2021_MAC,2021,High,Low,Low
2798,2022_MAC,2022,Negative,Low,High
2799,2023_MAC,2023,High,Low,Low
2800,2024_MAC,2024,High,High,Medium
2801,2000_MDG,2000,Moderate,High,Medium
2802,2001_MDG,2001,Moderate,Medium,Medium
2803,2002_MDG,2002,Negative,High,High
2804,2003_MDG,2003,High,Low,Medium
2805,2004_MDG,2004,Moderate,High,Medium
2806,2005_MDG,2005,Moderate,High,Medium
2807,2006_MDG,2006,Moderate,High,Medium
2808,2007_MDG,2007,Moderate,High,Medium
2809,2008_MDG,2008,High,Medium,Medium
2810,2009_MDG,2009,Negative,Medium,High
2811,2010_MDG,2010,Low,Medium,High
2812,2011_MDG,2011,Low,Medium,High
2813,2012_MDG,2012,Moderate,Medium,High
2814,2013_MDG,2013,Low,Medium,High
2815,2014_MDG,2014,Moderate,Medium,Medium
2816,2015_MDG,2015,Moderate,Medium,Medium
2817,2016_MDG,2016,Moderate,Medium,High
2818,2017_MDG,2017,Moderate,Medium,High
2819,2018_MDG,2018,Moderate,Medium,Medium
2820,2019_MDG,2019,Moderate,Medium,Medium
2821,2020_MDG,2020,Negative,Low,High
2822,2021_MDG,2021,Moderate,Medium,Medium
2823,2022_MDG,2022,Moderate,Medium,Medium
2824,2023_MDG,2023,Moderate,Medium,High
2825,2024_MDG,2024,Moderate,High,Medium
2826,2000_MWI,2000,Low,High,High
2827,2001_MWI,2001,Negative,High,High
2828,2002_MWI,2002,Low,High,Medium
2829,2003_MWI,2003,Moderate,Medium,Medium
2830,2004_MWI,2004,Moderate,High,Medium
2831,2005_MWI,2005,Moderate,High,High
2832,2006_MWI,2006,Moderate,High,Medium
2833,2007_MWI,2007,High,Medium,Medium
2834,2008_MWI,2008,High,Medium,Medium
2835,2009_MWI,2009,High,Medium,Medium
2836,2010_MWI,2010,High,Medium,High
2837,2011_MWI,2011,Moderate,Medium,High
2838,2012_MWI,2012,Low,High,High
2839,2013_MWI,2013,Moderate,High,High
2840,2014_MWI,2014,Moderate,High,Medium
2841,2015_MWI,2015,Low,High,High
2842,2016_MWI,2016,Low,High,High
2843,2017_MWI,2017,Moderate,High,Medium
2844,2018_MWI,2018,Moderate,High,Medium
2845,2019_MWI,2019,Moderate,Medium,Medium
2846,2020_MWI,2020,Low,Medium,High
2847,2021_MWI,2021,Moderate,Medium,Medium
2848,2022_MWI,2022,Low,High,High
2849,2023_MWI,2023,Low,High,High
2850,2024_MWI,2024,Low,High,High
2851,2000_MYS,2000,High,Low,Medium
2852,2001_MYS,2001,Low,Low,High
2853,2002_MYS,2002,Moderate,Low,Medium
2854,2003_MYS,2003,Moderate,Low,Medium
2855,2004_MYS,2004,High,Low,Medium
2856,2005_MYS,2005,Moderate,Low,High
2857,2006_MYS,2006,Moderate,Low,High
2858,2007_MYS,2007,High,Low,Medium
2859,2008_MYS,2008,Moderate,Medium,Medium
2860,2009_MYS,2009,Negative,Low,High
2861,2010_MYS,2010,High,Low,High
2862,2011_MYS,2011,Moderate,Low,Medium
2863,2012_MYS,2012,Moderate,Low,High
2864,2013_MYS,2013,Moderate,Low,High
2865,2014_MYS,2014,High,Low,Medium
2866,2015_MYS,2015,Moderate,Low,High
2867,2016_MYS,2016,Moderate,Low,High
2868,2017_MYS,2017,Moderate,Low,Medium
2869,2018_MYS,2018,Moderate,Low,Medium
2870,2019_MYS,2019,Moderate,Low,Medium
2871,2020_MYS,2020,Negative,Low,High
2872,2021_MYS,2021,Moderate,Low,Medium
2873,2022_MYS,2022,High,Low,Medium
2874,2023_MYS,2023,Moderate,Low,Medium
2875,2024_MYS,2024,Moderate,Low,High
2876,2000_MDV,2000,Moderate,Low,High
2877,2001_MDV,2001,Negative,Low,High
2878,2002_MDV,2002,High,Low,Medium
2879,2003_MDV,2003,High,Low,Low
2880,2004_MDV,2004,Moderate,Low,High
2881,2005_MDV,2005,Negative,Low,High
2882,2006_MDV,2006,High,Low,Low
2883,2007_MDV,2007,High,Medium,Medium
2884,2008_MDV,2008,High,High,Medium
2885,2009_MDV,2009,Negative,Low,High
2886,2010_MDV,2010,High,Medium,Medium
2887,2011_MDV,2011,High,High,Medium
2888,2012_MDV,2012,Low,High,High
2889,2013_MDV,2013,High,Low,Medium
2890,2014_MDV,2014,High,Low,Medium
2891,2015_MDV,2015,Moderate,Low,High
2892,2016_MDV,2016,High,Low,Medium
2893,2017_MDV,2017,High,Low,Medium
2894,2018_MDV,2018,High,Low,Medium
2895,2019_MDV,2019,High,Low,Medium
2896,2020_MDV,2020,Negative,Low,High
2897,2021_MDV,2021,High,Low,Low
2898,2022_MDV,2022,High,Low,Low
2899,2023_MDV,2023,Moderate,Low,Medium
2900,2024_MDV,2024,Moderate,Low,Medium
2901,2000_MLI,2000,Negative,Low,High
2902,2001_MLI,2001,High,Medium,Low
2903,2002_MLI,2002,Moderate,Medium,High
2904,2003_MLI,2003,High,Low,Medium
2905,2004_MLI,2004,Low,Low,High
2906,2005_MLI,2005,Low,Medium,High
2907,2006_MLI,2006,Moderate,Low,High
2908,2007_MLI,2007,Low,Low,Medium
2909,2008_MLI,2008,Moderate,Medium,High
2910,2009_MLI,2009,Moderate,Low,Medium
2911,2010_MLI,2010,Moderate,Low,Medium
2912,2011_MLI,2011,Low,Low,Medium
2913,2012_MLI,2012,Negative,Medium,High
2914,2013_MLI,2013,Moderate,Low,High
2915,2014_MLI,2014,High,Low,Medium
2916,2015_MLI,2015,High,Low,Medium
2917,2016_MLI,2016,High,Low,Medium
2918,2017_MLI,2017,Moderate,Low,Medium
2919,2018_MLI,2018,Moderate,Low,Medium
2920,2019_MLI,2019,Moderate,Low,Medium
2921,2020_MLI,2020,Negative,Low,High
2922,2021_MLI,2021,Moderate,Low,Medium
2923,2022_MLI,2022,Moderate,Medium,High
2924,2023_MLI,2023,Moderate,Low,Medium
2925,2024_MLI,2024,Moderate,Low,Medium
2926,2000_MLT,2000,High,Low,Low
2927,2001_MLT,2001,Negative,Low,High
2928,2002_MLT,2002,Low,Low,Medium
2929,2003_MLT,2003,Moderate,Low,Medium
2930,2004_MLT,2004,Low,Low,High
2931,2005_MLT,2005,Low,Low,Medium
2932,2006_MLT,2006,Low,Low,High
2933,2007_MLT,2007,Moderate,Low,High
2934,2008_MLT,2008,Moderate,Low,High
2935,2009_MLT,2009,Negative,Low,High
2936,2010_MLT,2010,High,Low,Medium
2937,2011_MLT,2011,Low,Low,High
2938,2012_MLT,2012,Moderate,Low,High
2939,2013_MLT,2013,High,Low,Medium
2940,2014_MLT,2014,High,Low,High
2941,2015_MLT,2015,High,Low,Medium
2942,2016_MLT,2016,Moderate,Low,High
2943,2017_MLT,2017,High,Low,Medium
2944,2018_MLT,2018,High,Low,High
2945,2019_MLT,2019,Moderate,Low,High
2946,2020_MLT,2020,Negative,Low,High
2947,2021_MLT,2021,High,Low,Low
2948,2022_MLT,2022,Low,Medium,High
2949,2023_MLT,2023,High,Medium,Medium
2950,2024_MLT,2024,High,Low,Medium
2951,2000_MHL,2000,Low,High,High
2952,2001_MHL,2001,High,High,Medium
2953,2002_MHL,2002,Moderate,High,High
2954,2003_MHL,2003,Negative,High,High
2955,2004_MHL,2004,Negative,High,High
2956,2005_MHL,2005,Low,High,High
2957,2006_MHL,2006,Low,High,High
2958,2007_MHL,2007,Moderate,High,High
2959,2008_MHL,2008,Negative,High,High
2960,2009_MHL,2009,Moderate,High,High
2961,2010_MHL,2010,Moderate,High,Medium
2962,2011_MHL,2011,Negative,High,High
2963,2012_MHL,2012,Negative,High,High
2964,2013_MHL,2013,Moderate,High,High
2965,2014_MHL,2014,Negative,High,High
2966,2015_MHL,2015,Low,High,Medium
2967,2016_MHL,2016,Low,High,Medium
2968,2017_MHL,2017,Moderate,High,High
2969,2018_MHL,2018,Moderate,High,Medium
2970,2019_MHL,2019,High,High,Medium
2971,2020_MHL,2020,Negative,High,High
2972,2021_MHL,2021,Low,High,Medium
2973,2022_MHL,2022,Negative,High,High
2974,2023_MHL,2023,Negative,High,High
2975,2024_MHL,2024,Low,High,High
2976,2000_MRT,2000,Negative,Low,High
2977,2001_MRT,2001,Negative,Low,High
2978,2002_MRT,2002,Low,Low,High
2979,2003_MRT,2003,High,Medium,Medium
2980,2004_MRT,2004,Moderate,High,Medium
2981,2005_MRT,2005,High,High,Medium
2982,2006_MRT,2006,High,Medium,Low
2983,2007_MRT,2007,Negative,Medium,High
2984,2008_MRT,2008,Negative,Medium,High
2985,2009_MRT,2009,Low,Low,High
2986,2010_MRT,2010,Low,Medium,High
2987,2011_MRT,2011,Moderate,Medium,Medium
2988,2012_MRT,2012,Moderate,Low,High
2989,2013_MRT,2013,Moderate,Low,Medium
2990,2014_MRT,2014,Moderate,Low,High
2991,2015_MRT,2015,Moderate,Low,Medium
2992,2016_MRT,2016,Low,Low,High
2993,2017_MRT,2017,High,Low,Medium
2994,2018_MRT,2018,Moderate,Low,High
2995,2019_MRT,2019,Moderate,Low,Medium
2996,2020_MRT,2020,Negative,Low,High
2997,2021_MRT,2021,Low,Low,High
2998,2022_MRT,2022,High,Medium,Medium
2999,2023_MRT,2023,High,Low,Medium
3000,2024_MRT,2024,High,Low,Medium
3001,2000_MUS,2000,High,Low,Medium
3002,2001_MUS,2001,Moderate,Medium,High
3003,2002_MUS,2002,Low,Medium,Medium
3004,2003_MUS,2003,Moderate,Low,Medium
3005,2004_MUS,2004,Moderate,Low,High
3006,2005_MUS,2005,Low,Low,High
3007,2006_MUS,2006,Moderate,Medium,High
3008,2007_MUS,2007,Moderate,Medium,High
3009,2008_MUS,2008,Moderate,Medium,Medium
3010,2009_MUS,2009,Moderate,Low,High
3011,2010_MUS,2010,Moderate,Low,Medium
3012,2011_MUS,2011,Moderate,Medium,Medium
3013,2012_MUS,2012,Moderate,Low,Medium
3014,2013_MUS,2013,Moderate,Low,High
3015,2014_MUS,2014,Moderate,Low,Medium
3016,2015_MUS,2015,Moderate,Low,High
3017,2016_MUS,2016,Moderate,Low,High
3018,2017_MUS,2017,Moderate,Low,Medium
3019,2018_MUS,2018,Moderate,Low,High
3020,2019_MUS,2019,Low,Low,Medium
3021,2020_MUS,2020,Negative,Low,High
3022,2021_MUS,2021,Moderate,Low,High
3023,2022_MUS,2022,High,High,Medium
3024,2023_MUS,2023,Moderate,Medium,Medium
3025,2024_MUS,2024,Moderate,Low,Medium
3026,2000_MEX,2000,Moderate,Medium,Medium
3027,2001_MEX,2001,Negative,Medium,High
3028,2002_MEX,2002,Negative,Medium,High
3029,2003_MEX,2003,Low,Low,High
3030,2004_MEX,2004,Moderate,Low,High
3031,2005_MEX,2005,Low,Low,High
3032,2006_MEX,2006,Moderate,Low,Medium
3033,2007_MEX,2007,Low,Low,High
3034,2008_MEX,2008,Low,Medium,High
3035,2009_MEX,2009,Negative,Medium,High
3036,2010_MEX,2010,Moderate,Low,Medium
3037,2011_MEX,2011,Moderate,Low,High
3038,2012_MEX,2012,Moderate,Low,High
3039,2013_MEX,2013,Low,Low,High
3040,2014_MEX,2014,Low,Low,High
3041,2015_MEX,2015,Low,Low,High
3042,2016_MEX,2016,Low,Low,Medium
3043,2017_MEX,2017,Low,Medium,High
3044,2018_MEX,2018,Low,Low,Medium
3045,2019_MEX,2019,Negative,Low,High
3046,2020_MEX,2020,Negative,Low,High
3047,2021_MEX,2021,High,Medium,Medium
3048,2022_MEX,2022,Moderate,Medium,Medium
3049,2023_MEX,2023,Moderate,Medium,High
3050,2024_MEX,2024,Low,Low,High
3051,2000_FSM,2000,Moderate,Low,Medium
3052,2001_FSM,2001,Low,Low,High
3053,2002_FSM,2002,Low,Low,High
3054,2003_FSM,2003,Low,Low,Medium
3055,2004_FSM,2004,Negative,Low,High
3056,2005_FSM,2005,Low,Low,High
3057,2006_FSM,2006,Negative,Low,High
3058,2007_FSM,2007,Negative,Low,High
3059,2008_FSM,2008,Negative,Medium,High
3060,2009_FSM,2009,Low,Medium,High
3061,2010_FSM,2010,Low,Low,High
3062,2011_FSM,2011,Moderate,Medium,High
3063,2012_FSM,2012,Negative,Medium,High
3064,2013_FSM,2013,Negative,Low,High
3065,2014_FSM,2014,Negative,Low,High
3066,2015_FSM,2015,Moderate,Low,High
3067,2016_FSM,2016,Low,Low,High
3068,2017_FSM,2017,Low,Low,High
3069,2018_FSM,2018,Low,Low,High
3070,2019_FSM,2019,Moderate,Low,High
3071,2020_FSM,2020,Negative,Low,High
3072,2021_FSM,2021,Moderate,Low,Medium
3073,2022_FSM,2022,Negative,Medium,High
3074,2023_FSM,2023,Low,High,High
3075,2024_FSM,2024,Low,High,High
3076,2000_MDA,2000,Low,High,Medium
3077,2001_MDA,2001,High,Medium,High
3078,2002_MDA,2002,High,Medium,Medium
3079,2003_MDA,2003,High,High,Medium
3080,2004_MDA,2004,High,High,Medium
3081,2005_MDA,2005,High,High,High
3082,2006_MDA,2006,Moderate,High,Medium
3083,2007_MDA,2007,Moderate,High,High
3084,2008_MDA,2008,High,High,Medium
3085,2009_MDA,2009,Negative,Low,High
3086,2010_MDA,2010,High,Medium,Medium
3087,2011_MDA,2011,Moderate,Medium,Medium
3088,2012_MDA,2012,Negative,Low,High
3089,2013_MDA,2013,High,Low,Medium
3090,2014_MDA,2014,Moderate,Medium,High
3091,2015_MDA,2015,Negative,Medium,High
3092,2016_MDA,2016,Moderate,Medium,Medium
3093,2017_MDA,2017,Moderate,Medium,Medium
3094,2018_MDA,2018,Moderate,Low,Medium
3095,2019_MDA,2019,Moderate,Low,High
3096,2020_MDA,2020,Negative,Low,High
3097,2021_MDA,2021,High,Medium,Low
3098,2022_MDA,2022,Negative,High,High
3099,2023_MDA,2023,Low,High,High
3100,2024_MDA,2024,Low,Low,High
3101,2000_MCO,2000,Moderate,High,High
3102,2001_MCO,2001,Low,High,Medium
3103,2002_MCO,2002,Low,High,High
3104,2003_MCO,2003,Low,High,High
3105,2004_MCO,2004,Low,High,High
3106,2005_MCO,2005,Low,High,High
3107,2006_MCO,2006,Moderate,High,Medium
3108,2007_MCO,2007,High,High,Low
3109,2008_MCO,2008,Low,High,High
3110,2009_MCO,2009,Negative,High,High
3111,2010_MCO,2010,Low,High,High
3112,2011_MCO,2011,High,High,Medium
3113,2012_MCO,2012,Low,High,High
3114,2013_MCO,2013,High,High,Medium
3115,2014_MCO,2014,High,High,High
3116,2015_MCO,2015,Moderate,High,Medium
3117,2016_MCO,2016,Moderate,High,Medium
3118,2017_MCO,2017,Negative,High,High
3119,2018_MCO,2018,Moderate,High,Medium
3120,2019_MCO,2019,High,High,Medium
3121,2020_MCO,2020,Negative,High,High
3122,2021_MCO,2021,High,High,Low
3123,2022_MCO,2022,High,High,Low
3124,2023_MCO,2023,Moderate,High,Medium
3125,2024_MCO,2024,High,High,Medium
3126,2000_MNG,2000,Low,High,High
3127,2001_MNG,2001,Low,Medium,High
3128,2002_MNG,2002,Moderate,Low,High
3129,2003_MNG,2003,High,Medium,Medium
3130,2004_MNG,2004,High,Medium,Medium
3131,2005_MNG,2005,High,High,Medium
3132,2006_MNG,2006,High,Medium,Medium
3133,2007_MNG,2007,High,Medium,Medium
3134,2008_MNG,2008,High,High,Medium
3135,2009_MNG,2009,Negative,Medium,High
3136,2010_MNG,2010,High,High,Medium
3137,2011_MNG,2011,High,Medium,Medium
3138,2012_MNG,2012,High,High,Low
3139,2013_MNG,2013,High,High,Medium
3140,2014_MNG,2014,High,High,Medium
3141,2015_MNG,2015,Low,Medium,High
3142,2016_MNG,2016,Low,Low,High
3143,2017_MNG,2017,Moderate,Low,High
3144,2018_MNG,2018,High,Medium,Medium
3145,2019_MNG,2019,Moderate,Medium,Medium
3146,2020_MNG,2020,Negative,Low,High
3147,2021_MNG,2021,Low,Medium,Medium
3148,2022_MNG,2022,Moderate,High,High
3149,2023_MNG,2023,High,High,Medium
3150,2024_MNG,2024,Moderate,Medium,Medium
3151,2000_MNE,2000,Moderate,High,High
3152,2001_MNE,2001,Low,High,High
3153,2002_MNE,2002,Low,High,High
3154,2003_MNE,2003,Low,High,High
3155,2004_MNE,2004,Moderate,High,Medium
3156,2005_MNE,2005,Moderate,High,High
3157,2006_MNE,2006,High,Low,Medium
3158,2007_MNE,2007,High,Low,Medium
3159,2008_MNE,2008,High,Medium,High
3160,2009_MNE,2009,Negative,Low,High
3161,2010_MNE,2010,Low,Low,Medium
3162,2011_MNE,2011,Moderate,Low,High
3163,2012_MNE,2012,Negative,Low,High
3164,2013_MNE,2013,Moderate,Low,High
3165,2014_MNE,2014,Low,Low,High
3166,2015_MNE,2015,Low,Low,High
3167,2016_MNE,2016,Moderate,Low,Medium
3168,2017_MNE,2017,Moderate,Low,Medium
3169,2018_MNE,2018,Moderate,Low,Medium
3170,2019_MNE,2019,Moderate,Low,Medium
3171,2020_MNE,2020,Negative,Low,High
3172,2021_MNE,2021,High,Low,Medium
3173,2022_MNE,2022,High,High,Medium
3174,2023_MNE,2023,High,Medium,Medium
3175,2024_MNE,2024,Moderate,Low,Medium
3176,2000_MAR,2000,Low,Low,High
3177,2001_MAR,2001,High,Low,Medium
3178,2002_MAR,2002,Moderate,Low,Medium
3179,2003_MAR,2003,High,Low,Medium
3180,2004_MAR,2004,Moderate,Low,Medium
3181,2005_MAR,2005,Moderate,Low,High
3182,2006_MAR,2006,High,Low,Medium
3183,2007_MAR,2007,Moderate,Low,Medium
3184,2008_MAR,2008,Moderate,Low,High
3185,2009_MAR,2009,Moderate,Low,Medium
3186,2010_MAR,2010,Moderate,Low,High
3187,2011_MAR,2011,Moderate,Low,High
3188,2012_MAR,2012,Moderate,Low,High
3189,2013_MAR,2013,Moderate,Low,High
3190,2014_MAR,2014,Low,Low,Medium
3191,2015_MAR,2015,Moderate,Low,High
3192,2016_MAR,2016,Low,Low,High
3193,2017_MAR,2017,Moderate,Low,Medium
3194,2018_MAR,2018,Moderate,Low,High
3195,2019_MAR,2019,Low,Low,High
3196,2020_MAR,2020,Negative,Low,High
3197,2021_MAR,2021,High,Low,Medium
3198,2022_MAR,2022,Low,Medium,High
3199,2023_MAR,2023,Moderate,Medium,Medium
3200,2024_MAR,2024,Moderate,Low,High
3201,2000_MOZ,2000,Low,High,High
3202,2001_MOZ,2001,High,High,Low
3203,2002_MOZ,2002,High,High,Medium
3204,2003_MOZ,2003,High,High,Medium
3205,2004_MOZ,2004,High,High,Medium
3206,2005_MOZ,2005,High,Medium,Medium
3207,2006_MOZ,2006,High,High,Medium
3208,2007_MOZ,2007,High,Medium,Medium
3209,2008_MOZ,2008,High,High,Medium
3210,2009_MOZ,2009,Moderate,Low,Medium
