record_id,country_id,year,gdp_growth_percent,inflation_percent,unemployment_rate_percent,gdp_total_usd,gdp_per_capita,population
2877,2001_MDV,2001,-3.943634523,0.67257737,14.44,7.42711E+11,4465.37,166327000
2878,2002_MDV,2002,7.268386561,4.178672399,8.55,7.96694E+11,4706.45,169277262
2879,2003_MDV,2003,13.75004964,-1.260651135,3.45,9.0624E+11,5279.74,171644705
2880,2004_MDV,2004,5.924892511,-1.685412125,10.84,9.59934E+11,5538.1,173332570
2881,2005_MDV,2005,-11.17730971,1.300275009,17.46,8.52639E+11,4845.36,175970257
2882,2006_MDV,2006,23.63027199,2.738421316,2,1.05412E+12,5952.72,177081992
2883,2007_MDV,2007,7.133380247,6.794773539,8.59,1.12931E+12,6234.4,181142400
2884,2008_MDV,2008,8.97645459,12.04145835,6.48,1.23069E+12,6675.75,184351817
2885,2009_MDV,2009,-8.340698616,4.530176591,14.84,1.12804E+12,5977.76,188705980
2886,2010_MDV,2010,6.785467823,6.149885368,8.45,1.20458E+12,6321.75,190545556
2887,2011_MDV,2011,8.843426005,11.27341461,6.57,1.31111E+12,6798.17,192862017
2888,2012_MDV,2012,2.38928798,10.88469566,11.41,1.34243E+12,6816.55,196937373
2889,2013_MDV,2013,6.974962264,3.805630009,8.18,1.43607E+12,7109.9,201981516
2890,2014_MDV,2014,7.860686431,2.120001757,7.16,1.54895E+12,7616.79,203360469
2891,2015_MDV,2015,3.868135365,0.953206659,10.45,1.60887E+12,7684.71,209359631
2892,2016_MDV,2016,6.375283067,0.502509414,6.84,1.71144E+12,7992.85,214121186
2893,2017_MDV,2017,7.074428632,2.817473382,6.61,1.83251E+12,8407.34,217965763
2894,2018_MDV,2018,8.568955583,-0.133373386,9.4,1.98954E+12,8955.54,222157409
2895,2019_MDV,2019,6.923059891,0.220029731,8.7,2.12728E+12,9303.77,228646733
2896,2020_MDV,2020,-32.90882878,-1.369774256,25,1.42722E+12,6140.96,232409143
2897,2021_MDV,2021,37.50787012,0.543149689,2,1.96253E+12,8263.82,237485016
2898,2022_MDV,2022,13.82608952,2.333143376,4.05,2.23388E+12,9252.4,241437512
2899,2023_MDV,2023,4.942863012,2.927465424,9.35,2.34429E+12,9549.82,245480409
2900,2024_MDV,2024,3.494404227,1.399797797,9.68,2.42621E+12,9693.97,250280440
2901,2000_MLI,2000,-0.736019992,-0.677661659,12.38,1.36954E+12,25936.14,52804291
2902,2001_MLI,2001,15.80603174,5.187011919,4.75,1.58601E+12,29281.47,54164269
2903,2002_MLI,2002,3.036275408,5.032822757,12.22,1.63416E+12,29769.85,54893277
2904,2003_MLI,2003,9.797122561,-1.34672619,5.94,1.79427E+12,31802.18,56419595
2905,2004_MLI,2004,1.477324902,-3.099781281,12.23,1.82077E+12,32079.99,56757291
2906,2005_MLI,2005,2.538378349,6.397882939,12.6,1.86699E+12,32070.4,58215400
2907,2006_MLI,2006,3.689602653,1.543525969,10.56,1.93588E+12,32371.68,59801532
2908,2007_MLI,2007,1.760046079,1.412002017,9.23,1.96995E+12,32350.98,60892988
2909,2008_MLI,2008,3.63871071,9.170988137,10.02,2.04163E+12,33157.89,61572944
2910,2009_MLI,2009,5.454735626,2.463751886,9.5,2.15299E+12,34257.01,62848280
2911,2010_MLI,2010,5.576788598,1.108926907,8.33,2.27306E+12,35334.76,64329356
2912,2011_MLI,2011,2.935378971,2.955643952,8.88,2.33979E+12,35689.45,65559579
2913,2012_MLI,2012,-1.072399241,5.323128471,13.54,2.31469E+12,34773.24,66565370
2914,2013_MLI,2013,3.29068742,-0.606736356,12.32,2.39086E+12,35132.82,68052109
2915,2014_MLI,2014,6.502638784,0.883814547,8.74,2.54633E+12,36975.62,68865147
2916,2015_MLI,2015,6.238878902,1.450690576,8.64,2.70519E+12,38769.25,69776801
2917,2016_MLI,2016,6.005063086,-1.799647071,9.73,2.86764E+12,40039.38,71620566
2918,2017_MLI,2017,5.375547696,1.759857429,8.13,3.02179E+12,41080.05,73558693
2919,2018_MLI,2018,4.86785,0.299546507,7.81,3.16889E+12,41953.97,75532569
2920,2019_MLI,2019,4.999999116,-1.658266948,8.82,3.32734E+12,42884.56,77588186
2921,2020_MLI,2020,-1.169108348,0.43808894,12.63,3.28844E+12,41844.87,78586334
2922,2021_MLI,2021,3.100941244,3.925602831,8.64,3.39041E+12,41946.27,80827401
2923,2022_MLI,2022,3.703190276,9.621476085,11.57,3.51596E+12,42907.25,81943285
2924,2023_MLI,2023,4.725411091,2.058802283,8.43,3.6821E+12,44275.04,83164352
2925,2024_MLI,2024,4.992269175,3.206398641,9.05,3.86593E+12,45770.44,84463367
2926,2000_MLT,2000,19.68126926,2.369592875,3.21,2.05721E+12,25011.63,82250272
2927,2001_MLT,2001,-0.757203079,2.929492443,14.33,2.04164E+12,24392.26,83700171
2928,2002_MLT,2002,2.741135145,2.188490481,8.86,2.0976E+12,24650.89,85092267
2929,2003_MLT,2003,3.693310462,1.303837774,9.9,2.17507E+12,25269.29,86075666
2930,2004_MLT,2004,0.407354471,2.790828481,13.59,2.18393E+12,25147.84,86843682
2931,2005_MLT,2005,2.881235239,3.007966525,9.63,2.24686E+12,25261.8,88942800
2932,2006_MLT,2006,2.33618945,2.773780065,11.72,2.29935E+12,25350.78,90701209
2933,2007_MLT,2007,5.036401681,1.249219238,11.01,2.41515E+12,25888.88,93289094
2934,2008_MLT,2008,4.410596606,4.258621719,10.89,2.52167E+12,26555.92,94957085
2935,2009_MLT,2009,-1.395249735,2.084327461,12.91,2.48649E+12,25695.8,96766361
2936,2010_MLT,2010,6.197350411,1.515635136,7.41,2.64059E+12,27075.22,97527772
2937,2011_MLT,2011,0.992201912,2.962985282,10.58,2.66679E+12,26854.09,99306516
2938,2012_MLT,2012,4.101673922,2.375820578,10.84,2.77617E+12,27801.92,99855276
2939,2013_MLT,2013,6.292333759,1.180284364,9.23,2.95085E+12,29380.55,100435652
2940,2014_MLT,2014,7.631363608,0.310306472,10.06,3.17604E+12,31048.9,102291687
2941,2015_MLT,2015,9.620703158,1.100548264,5.44,3.4816E+12,33463.62,104041420
2942,2016_MLT,2016,4.078003559,0.642702772,11.33,3.62358E+12,34185.84,105996587
2943,2017_MLT,2017,12.9713425,1.364354482,5.24,4.09361E+12,37498.21,109168136
2944,2018_MLT,2018,7.189214796,1.157823625,10.03,4.38791E+12,39677.93,110588137
2945,2019_MLT,2019,4.085055821,1.642060018,10.42,4.56716E+12,40898.76,111669805
2946,2020_MLT,2020,-3.457282763,0.638544957,11.89,4.40926E+12,38895.78,113360805
2947,2021_MLT,2021,13.41170429,1.497892179,4.36,5.00061E+12,43516.96,114911832
2948,2022_MLT,2022,2.483099938,6.153756219,12.55,5.12478E+12,43631.01,117457391
2949,2023_MLT,2023,10.6215185,5.09396759,7.94,5.66911E+12,47707.05,118831781
2950,2024_MLT,2024,6.799903002,1.650794693,8.75,6.05461E+12,50627.88,119590403
2951,2000_MHL,2000,2.454430069,,12.51,2.0288E+12,14156.66,143310677
2952,2001_MHL,2001,6.930044462,,9.17,2.1694E+12,14780.64,146772889
2953,2002_MHL,2002,3.63579015,,10.77,2.24827E+12,14935.72,150529894
2954,2003_MHL,2003,-1.561675105,,13.64,2.21316E+12,14285.01,154928921
2955,2004_MHL,2004,-0.408355471,,12.27,2.20412E+12,13837.61,159284975
2956,2005_MHL,2005,1.791044776,,11.22,2.2436E+12,13974.68,160547565
2957,2006_MHL,2006,0.175953079,,12.28,2.24755E+12,13885.8,161859531
2958,2007_MHL,2007,3.68852459,,10.65,2.33045E+12,14156.43,164621231
2959,2008_MHL,2008,-7.566346697,,14.56,2.15412E+12,13016.96,165485686
2960,2009_MHL,2009,3.665241295,,11.97,2.23307E+12,13264.8,168345818
2961,2010_MHL,2010,5.5391868,,8.93,2.35677E+12,13798.24,170802022
2962,2011_MHL,2011,-0.502512563,,12.67,2.34492E+12,13421.98,174707820
2963,2012_MHL,2012,-1.290684624,,12.29,2.31466E+12,13085.52,176886978
2964,2013_MHL,2013,3.808982376,,11.96,2.40282E+12,13443.57,178734119
2965,2014_MHL,2014,-1.25958379,,12.12,2.37256E+12,13165.41,180211510
2966,2015_MHL,2015,1.885745979,,9.94,2.4173E+12,13338.37,181228980
2967,2016_MHL,2016,2.504082744,,9.55,2.47783E+12,13345.26,185671224
2968,2017_MHL,2017,3.558151885,,10.12,2.56599E+12,13724.01,186971217
2969,2018_MHL,2018,5.487179487,,7.6,2.7068E+12,14401.47,187952672
2970,2019_MHL,2019,10.45211473,,7.86,2.98971E+12,15515.88,192687322
2971,2020_MHL,2020,-2.772887324,,14.8,2.90681E+12,14676.48,198059149
2972,2021_MHL,2021,2.15938183,,9.13,2.96958E+12,14669.51,202432174
2973,2022_MHL,2022,-0.700563927,,13.73,2.94878E+12,14217.4,207406179
2974,2023_MHL,2023,-5.007917797,,14.54,2.8011E+12,13176.3,212586574
2975,2024_MHL,2024,2.501927179,,12.13,2.87119E+12,13361.36,214887302
2976,2000_MRT,2000,-3.918025852,3.254067458,15.88,3.82722E+11,67450.34,5674124
2977,2001_MRT,2001,-0.79949383,4.714896347,11.3,3.79662E+11,66321.33,5724580
2978,2002_MRT,2002,1.38148396,3.895705258,12.48,3.84907E+11,66552.39,5783514
2979,2003_MRT,2003,6.928269576,5.151901508,6.8,4.11574E+11,70481.58,5839456
2980,2004_MRT,2004,4.732757875,10.36762335,7.73,4.31053E+11,71669.78,6014430
2981,2005_MRT,2005,8.56628732,12.12564872,7.18,4.67978E+11,75846.24,6170090
2982,2006_MRT,2006,18.33319869,6.241033281,3.05,5.53774E+11,87473.44,6330762
2983,2007_MRT,2007,-1.96942275,7.254108413,14.69,5.42867E+11,83452.37,6505116
2984,2008_MRT,2008,-0.331079223,7.346635412,10.47,5.4107E+11,82743.54,6539121
2985,2009_MRT,2009,0.097875914,2.220920324,12.63,5.416E+11,81902.39,6612745
2986,2010_MRT,2010,2.620229481,6.283540874,10.53,5.55791E+11,81822.3,6792656
2987,2011_MRT,2011,4.172783278,5.686319596,8.67,5.78983E+11,83550.98,6929694
2988,2012_MRT,2012,4.470013192,4.902427272,11.63,6.04863E+11,85146.49,7103797
2989,2013_MRT,2013,4.15081319,4.129101738,9.9,6.2997E+11,87653.9,7187017
2990,2014_MRT,2014,4.274823288,3.534368561,10.1,6.569E+11,90751.81,7238425
2991,2015_MRT,2015,5.376339241,3.254726881,7.89,6.92217E+11,93979.75,7365602
2992,2016_MRT,2016,1.260909231,1.471710457,10.71,7.00946E+11,93661.33,7483832
2993,2017_MRT,2017,6.270545669,2.254276519,9.21,7.44899E+11,97770.07,7618883
2994,2018_MRT,2018,4.772173657,3.067359961,10.66,7.80447E+11,101904.66,7658596
2995,2019_MRT,2019,3.141004893,2.300092621,9.89,8.0496E+11,102759.95,7833406
2996,2020_MRT,2020,-0.360657384,2.385694885,13.2,8.02057E+11,101745.96,7882940
2997,2021_MRT,2021,0.742715487,3.565164847,10.59,8.08014E+11,99624.55,8110594
2998,2022_MRT,2022,6.796005005,9.525266286,7.34,8.62927E+11,105020.52,8216747
2999,2023_MRT,2023,6.80949002,4.953050345,7.21,9.21688E+11,110034.63,8376344
3000,2024_MRT,2024,6.307602133,2.491643475,9.63,9.79824E+11,115370.96,8492816
3001,2000_MUS,2000,8.202791749,4.199288256,7.44,1.49922E+12,7772.27,192893952
3002,2001_MUS,2001,3.347540727,5.389344262,10.57,1.54941E+12,7909.79,195885012
3003,2002_MUS,2002,1.614918659,6.419333722,9.51,1.57443E+12,7996.38,196893157
3004,2003_MUS,2003,5.925445489,3.921053576,7.35,1.66772E+12,8247.26,202215465
3005,2004_MUS,2004,4.330019855,4.710370601,11.52,1.73994E+12,8413.63,206799708
3006,2005_MUS,2005,1.77754302,4.93717005,10.59,1.77086E+12,8463.6,209233139
3007,2006_MUS,2006,4.865544608,8.913501057,11.09,1.85703E+12,8708,213255235
3008,2007_MUS,2007,5.72701616,8.827292724,10.09,1.96338E+12,8951.18,219343168
3009,2008_MUS,2008,5.386962542,9.732283171,9.98,2.06915E+12,9366.26,220914870
3010,2009_MUS,2009,3.315076998,2.516091281,10.23,2.13774E+12,9531.33,224285500
3011,2010_MUS,2010,4.377203223,2.932363014,8.58,2.23131E+12,9886.95,225682509
3012,2011_MUS,2011,4.077538066,6.522492549,9.78,2.3223E+12,10041.44,231271049
3013,2012_MUS,2012,3.496118365,3.852160333,9.79,2.40349E+12,10263.78,234171548
3014,2013_MUS,2013,3.3604061,3.543295739,11.32,2.48425E+12,10336.22,240344307
3015,2014_MUS,2014,3.82696982,3.21769192,8.56,2.57932E+12,10606.55,243182265
3016,2015_MUS,2015,3.690556904,1.286549708,11.84,2.67452E+12,10875.1,245930214
3017,2016_MUS,2016,3.862468263,0.977675135,10.2,2.77782E+12,11078.67,250735621
3018,2017_MUS,2017,3.937983806,3.666997027,9.5,2.88721E+12,11290.16,255727727
3019,2018_MUS,2018,4.006740572,3.216053831,10.09,3.00289E+12,11454.14,262166357
3020,2019_MUS,2019,2.891284993,0.40565519,9.07,3.08971E+12,11692.72,264242373
3021,2020_MUS,2020,-14.54653815,2.580800772,21.02,2.64027E+12,9811.1,269110109
3022,2021_MUS,2021,3.403798662,4.028528882,11.78,2.73014E+12,10017.74,272530176
3023,2022_MUS,2022,8.693066753,10.77375122,6.64,2.96747E+12,10632.32,279098804
3024,2023_MUS,2023,5.007919009,7.052982385,7.9,3.11608E+12,11099.2,280747865
3025,2024_MUS,2024,4.925123049,3.604522038,8.34,3.26955E+12,11381.65,287264682
3026,2000_MEX,2000,5.029283994,9.491561494,9.49,9.73631E+11,17303.85,56266728
3027,2001_MEX,2001,-0.450845253,6.367738062,10.68,9.69242E+11,16836.3,57568555
3028,2002_MEX,2002,-0.236588002,5.030727332,12.06,9.66949E+11,16545.65,58441246
3029,2003_MEX,2003,1.185544867,4.546900121,12.68,9.78412E+11,16437.38,59523617
3030,2004_MEX,2004,3.565441009,4.688408848,11.45,1.0133E+12,16866.72,60076708
3031,2005_MEX,2005,2.113247126,3.988057146,11.17,1.03471E+12,16847.09,61417738
3032,2006_MEX,2006,4.805013527,3.629467624,9.25,1.08443E+12,17268.27,62798912
3033,2007_MEX,2007,2.077863934,3.966849055,11.62,1.10696E+12,17479.2,63330187
3034,2008_MEX,2008,0.943331863,5.124982746,12.09,1.1174E+12,17330.12,64477528
3035,2009_MEX,2009,-6.295250558,5.297355842,16.78,1.04706E+12,16023.63,65344749
3036,2010_MEX,2010,4.971334583,4.156727227,7.86,1.09911E+12,16495.52,66631011
3037,2011_MEX,2011,3.444045058,3.407378246,11.3,1.13697E+12,16790.86,67713438
3038,2012_MEX,2012,3.55321076,4.111509811,10.2,1.17737E+12,16965.82,69396345
3039,2013_MEX,2013,0.852101559,3.806390697,10.64,1.1874E+12,16654.57,71295632
3040,2014_MEX,2014,2.503763503,4.018616081,12.34,1.21713E+12,16814.88,72383957
3041,2015_MEX,2015,2.702323426,2.72064065,11.39,1.25002E+12,16808.61,74367742
3042,2016_MEX,2016,1.772493238,2.821707847,9.47,1.27218E+12,16665.34,76336592
3043,2017_MEX,2017,1.871728533,6.04145724,10.35,1.29599E+12,16536.97,78369044
3044,2018_MEX,2018,1.972082094,4.899350154,9.97,1.32154E+12,16705.09,79110281
3045,2019_MEX,2019,-0.392690505,3.635961421,11.2,1.31636E+12,16386.34,80332473
3046,2020_MEX,2020,-8.354034582,3.396834156,14.72,1.20639E+12,14824.49,81377935
3047,2021_MEX,2021,6.048483462,5.689208477,9.26,1.27935E+12,15528.52,82387381
3048,2022_MEX,2022,3.709757092,7.896276192,9.53,1.32682E+12,15850.26,83709397
3049,2023_MEX,2023,3.353541407,5.527960873,11.9,1.37131E+12,16003.15,85690071
3050,2024_MEX,2024,1.427427691,4.722255885,10.61,1.39089E+12,15852.39,87739754
3051,2000_FSM,2000,4.624573619,2.158518106,8.3,1.53902E+12,8505.99,180933657
3052,2001_FSM,2001,1.820141814,0.502497351,10.47,1.56703E+12,8589.88,182427798
3053,2002_FSM,2002,0.443232389,-0.111442426,10.76,1.57398E+12,8415.93,187023621
3054,2003_FSM,2003,1.762765691,0.126643348,9.65,1.60172E+12,8508.29,188254487
3055,2004_FSM,2004,-3.19038314,2.276696982,14.13,1.55062E+12,8024.45,193237324
3056,2005_FSM,2005,2.314133554,4.257699782,11.06,1.58651E+12,8118.17,195426708
3057,2006_FSM,2006,-0.198978337,4.637370086,12.72,1.58335E+12,7957.27,198981421
3058,2007_FSM,2007,-1.723674283,3.30634278,14.32,1.55606E+12,7736.33,201136328
3059,2008_FSM,2008,-2.583488142,8.423725662,14.07,1.51586E+12,7441.7,203697641
3060,2009_FSM,2009,1.098466637,6.393602577,10.94,1.53251E+12,7483.01,204798243
3061,2010_FSM,2010,2.066188209,3.313709631,11.14,1.56417E+12,7533.72,207622973
3062,2011_FSM,2011,3.783720893,5.082594039,11.27,1.62336E+12,7765.82,209038631
3063,2012_FSM,2012,-1.694220247,5.01850353,13.56,1.59585E+12,7555.34,211221939
3064,2013_FSM,2013,-3.676429429,1.752327374,14.09,1.53718E+12,7099.51,216519449
3065,2014_FSM,2014,-2.5858165,0.650284892,13.94,1.49743E+12,6757,221612437
3066,2015_FSM,2015,4.433638496,-0.298115837,11.02,1.56383E+12,6959.92,224690245
3067,2016_FSM,2016,0.942726462,-1.037468064,11.81,1.57857E+12,6939.7,227469109
3068,2017_FSM,2017,2.175750036,0.582253735,10.43,1.61291E+12,6926.97,232845328
3069,2018_FSM,2018,0,1.498400236,11.84,1.61291E+12,6840.99,235772006
3070,2019_FSM,2019,4.081632653,1.923851708,11.68,1.67875E+12,6943.51,241772188
3071,2020_FSM,2020,-1.672941176,0.554594631,13.48,1.65066E+12,6702.5,246275699
3072,2021_FSM,2021,3.099699283,3.191284066,8.84,1.70183E+12,6724.77,253068436
3073,2022_FSM,2022,-2.905889999,5.408743755,14.29,1.65237E+12,6459.58,255802073
3074,2023_FSM,2023,0.453118221,,13.2,1.65986E+12,6326.92,262348971
3075,2024_FSM,2024,0.718990177,,10,1.6718E+12,6275.9,266383290
3076,2000_MDA,2000,2.107716082,31.29930158,9.87,6.7238E+11,3639.52,184744070
3077,2001_MDA,2001,6.100000399,9.764662858,10.04,7.13395E+11,3814.69,187012711
3078,2002_MDA,2002,7.799999658,5.301243903,9.41,7.6904E+11,4084.1,188300888
3079,2003_MDA,2003,6.599999958,11.74607921,9.08,8.19797E+11,4286.39,191255654
3080,2004_MDA,2004,7.399999734,12.52427684,7.65,8.80462E+11,4570.49,192640594
3081,2005_MDA,2005,7.500000149,11.95918372,10.1,9.46497E+11,4877.95,194035798
3082,2006_MDA,2006,4.799999837,12.77775578,9.44,9.91928E+11,4986.52,198921919
3083,2007_MDA,2007,3.000000226,12.36716684,12.23,1.02169E+12,5082.3,201028515
3084,2008_MDA,2008,7.800000145,12.78304726,6.74,1.10138E+12,5405.12,203765501
3085,2009_MDA,2009,-6.000000264,-0.062718597,16.78,1.0353E+12,4985.69,207653165
3086,2010_MDA,2010,7.100000107,7.483850864,7.4,1.1088E+12,5312.61,208711315
3087,2011_MDA,2011,5.818166147,7.687251034,7.78,1.17331E+12,5466.13,214651488
3088,2012_MDA,2012,-0.589733955,4.546334274,12.58,1.16639E+12,5391.67,216332442
3089,2013_MDA,2013,9.043865607,4.597878974,7.39,1.27188E+12,5727.25,222075224
3090,2014_MDA,2014,4.999625854,5.088785546,10.22,1.33547E+12,5839.21,228707302
3091,2015_MDA,2015,-0.338235622,9.676240331,14.14,1.33095E+12,5779.86,230274375
3092,2016_MDA,2016,4.646014363,6.35930898,8.83,1.39279E+12,5957.85,233773937
3093,2017_MDA,2017,4.175612051,6.570229975,9.13,1.45095E+12,6091.21,238203247
3094,2018_MDA,2018,4.075595466,3.045053973,7.97,1.51008E+12,6294.39,239909125
3095,2019_MDA,2019,3.552314085,4.837783514,11.57,1.56372E+12,6413.83,243805149
3096,2020_MDA,2020,-8.27597832,3.765971222,18.13,1.43431E+12,5771.58,248512510
3097,2021_MDA,2021,13.92999979,5.10641129,4.16,1.63411E+12,6496.49,251537197
3098,2022_MDA,2022,-4.600000026,28.73729768,12.96,1.55894E+12,6142.41,253799456
3099,2023_MDA,2023,1.200000049,13.41701044,12.57,1.57765E+12,6141.63,256877958
3100,2024_MDA,2024,0.103059364,4.67773516,13.85,1.57927E+12,5982.57,263979072
3101,2000_MCO,2000,3.910229928,,11.57,2.86278E+11,2271.45,126033053
3102,2001_MCO,2001,2.18773369,,9.36,2.92541E+11,2290.89,127697493
3103,2002_MCO,2002,1.026497573,,12.03,2.95544E+11,2254.11,131113481
3104,2003_MCO,2003,1.087536547,,11.18,2.98758E+11,2258.03,132309009
3105,2004_MCO,2004,2.470482605,,11.71,3.06139E+11,2285.97,133920724
3106,2005_MCO,2005,1.895414109,,13.01,3.11941E+11,2291.86,136108373
3107,2006_MCO,2006,5.817648497,,8.51,3.30089E+11,2409.84,136975196
3108,2007_MCO,2007,14.43751444,,4.79,3.77746E+11,2711.54,139310282
3109,2008_MCO,2008,0.746871215,,12.54,3.80567E+11,2697.01,141107161
3110,2009_MCO,2009,-11.33698658,,19.42,3.37422E+11,2328.68,144898523
3111,2010_MCO,2010,2.065219627,,12.37,3.4439E+11,2318.51,148539437
3112,2011_MCO,2011,7.022356946,,9.79,3.68575E+11,2435.63,151326577
3113,2012_MCO,2012,1.012218412,,11.09,3.72306E+11,2429.7,153231415
3114,2013_MCO,2013,9.577098324,,7.08,4.07962E+11,2628.42,155211597
3115,2014_MCO,2014,7.187027775,,10.25,4.37282E+11,2783.54,157095787
3116,2015_MCO,2015,4.910371765,,7.94,4.58754E+11,2883.25,159109930
3117,2016_MCO,2016,3.008443588,,8.72,4.72556E+11,2916.99,162001026
3118,2017_MCO,2017,-3.206183238,,12.48,4.57405E+11,2801.72,163258734
3119,2018_MCO,2018,5.697901212,,8.88,4.83467E+11,2912.97,165970258
3120,2019_MCO,2019,7.12088952,,9.4,5.17894E+11,3044.32,170118236
3121,2020_MCO,2020,-13.23910483,,17.95,4.4933E+11,2600.56,172781941
3122,2021_MCO,2021,22.23221559,,2,5.49226E+11,3138.2,175012853
3123,2022_MCO,2022,11.26629552,,4.42,6.11103E+11,3469.89,176115750
3124,2023_MCO,2023,5.443950888,,9.19,6.44371E+11,3569.94,180499026
3125,2024_MCO,2024,8.510537589,,6.69,6.9921E+11,3841.98,181992120
3126,2000_MNG,2000,1.146062137,11.59553876,12.86,5.47381E+11,9690.01,56489249
3127,2001_MNG,2001,2.952710543,6.277360205,10.45,5.63544E+11,9754.27,57774076
3128,2002_MNG,2002,4.732978466,0.917074687,11.53,5.90216E+11,10035.22,58814476
3129,2003_MNG,2003,7.004634574,5.128994994,7.36,6.31559E+11,10434.06,60528581
3130,2004_MNG,2004,10.62540596,8.241154494,5.48,6.98665E+11,11258.14,62058599
3131,2005_MNG,2005,7.253665438,12.71656741,9.08,7.49343E+11,11951.21,62700188
3132,2006_MNG,2006,8.556234817,5.095166617,9.45,8.13459E+11,12780.48,63648530
3133,2007_MNG,2007,10.24801636,9.630963096,6.92,8.96822E+11,13989.15,64108406
3134,2008_MNG,2008,8.900367941,27.95566502,9.17,9.76643E+11,14819.83,65901072
3135,2009_MNG,2009,-1.268598936,7.619505935,12.1,9.64253E+11,14502.56,66488463
3136,2010_MNG,2010,6.365161679,10.04620659,7.45,1.02563E+12,15116.13,67850016
3137,2011_MNG,2011,17.29077759,8.411214953,5.01,1.20297E+12,17226.79,69831275
3138,2012_MNG,2012,12.31981985,14.33033483,4.32,1.35117E+12,19173.21,70471890
3139,2013_MNG,2013,11.64891619,10.49065676,7.81,1.50857E+12,21255.02,70974721
3140,2014_MNG,2014,7.885225482,12.25398081,7.72,1.62752E+12,22707.57,71673155
3141,2015_MNG,2015,2.379835807,5.735682819,11.21,1.66626E+12,22876.88,72835786
3142,2016_MNG,2016,1.489784487,0.733272227,10.16,1.69108E+12,23061.04,73330587
3143,2017_MNG,2017,5.636876387,4.301431053,10.82,1.7864E+12,23690.81,75404908
3144,2018_MNG,2018,7.74488062,6.824247901,6.21,1.92476E+12,24914.43,77254762
3145,2019_MNG,2019,5.602244221,7.301069536,9.71,2.03259E+12,25968.06,78272606
3146,2020_MNG,2020,-4.557751976,3.723723061,15.92,1.93995E+12,24493.52,79202466
3147,2021_MNG,2021,1.636769577,7.358946579,9.47,1.9717E+12,24386.05,80853618
3148,2022_MNG,2022,5.032709637,15.15097282,11.31,2.07093E+12,24922.35,83095296
3149,2023_MNG,2023,7.422112762,10.34758313,8.42,2.22464E+12,26587.52,83672211
3150,2024_MNG,2024,5.122045391,6.207133015,9.01,2.33858E+12,27602,84725151
3151,2000_MNE,2000,3.100000059,,10.76,1.39496E+12,12892.87,108196553
3152,2001_MNE,2001,1.099838709,,11.46,1.41031E+12,12667.94,111328788
3153,2002_MNE,2002,1.903936733,,11.53,1.43716E+12,12818.46,112116201
3154,2003_MNE,2003,2.482659229,,12.18,1.47284E+12,12961.65,113630395
3155,2004_MNE,2004,4.426050717,,8.56,1.53803E+12,13323.93,115433363
3156,2005_MNE,2005,4.180604509,,10.98,1.60232E+12,13746.54,116562029
3157,2006_MNE,2006,8.56641803,2.924512581,8.79,1.73959E+12,14752.41,117918775
3158,2007_MNE,2007,7.137550165,4.347122157,7.72,1.86375E+12,15646.6,119115318
3159,2008_MNE,2008,6.898600309,8.758727696,10.32,1.99232E+12,16452.28,121097060
3160,2009_MNE,2009,-5.994448625,3.466723732,13.82,1.87289E+12,15040.51,124523294
3161,2010_MNE,2010,2.775597825,0.65494657,9.21,1.92488E+12,15245.22,126261076
3162,2011_MNE,2011,3.409788125,3.450143112,10.14,1.99051E+12,15490.11,128502163
3163,2012_MNE,2012,-2.48732883,4.14524725,14.96,1.941E+12,14700.28,132038415
3164,2013_MNE,2013,3.386125485,2.205892681,10.27,2.00673E+12,14979.51,133964747
3165,2014_MNE,2014,2.370308925,-0.710514052,12.04,2.05429E+12,14925.52,137636173
3166,2015_MNE,2015,2.52306334,1.548691582,10.02,2.10612E+12,15224.59,138336935
3167,2016_MNE,2016,3.439305621,-0.271385023,9.2,2.17856E+12,15507.16,140487293
3168,2017_MNE,2017,3.216685047,2.380235991,8.54,2.24864E+12,15847.67,141890662
3169,2018_MNE,2018,4.732921134,2.611223783,8.68,2.35506E+12,16255,144882319
3170,2019_MNE,2019,4.393915658,0.361563705,8.73,2.45854E+12,16862.85,145796335
3171,2020_MNE,2020,-14.9926187,-0.2556557,20.9,2.08994E+12,13984.39,149448219
3172,2021_MNE,2021,13.04626074,2.410801984,5.14,2.3626E+12,15543.4,152000295
3173,2022_MNE,2022,7.739546895,13.04030363,6.93,2.54546E+12,16267.38,156476148
3174,2023_MNE,2023,6.478362835,8.584769105,7.93,2.71036E+12,17143.22,158100994
3175,2024_MNE,2024,3.164098863,3.336750093,9.94,2.79612E+12,17522.36,159574326
3176,2000_MAR,2000,2.582180915,1.894634568,11.17,1.50863E+12,27460.77,54937782
3177,2001_MAR,2001,7.721825196,0.619801875,9.88,1.62513E+12,29135.51,55778257
3178,2002_MAR,2002,3.730197375,2.795619669,8.98,1.68575E+12,30035.75,56124730
3179,2003_MAR,2003,6.17110215,1.167733675,9.38,1.78978E+12,31290.17,57199362
3180,2004_MAR,2004,4.571380165,1.493444034,9.33,1.8716E+12,32525.76,57541925
3181,2005_MAR,2005,3.19224973,0.98264166,11.2,1.93134E+12,32866.35,58763474
3182,2006_MAR,2006,7.79082001,3.28476167,7.39,2.08181E+12,34699.83,59994775
3183,2007_MAR,2007,3.441067767,2.042085127,9.99,2.15344E+12,35632.4,60435016
3184,2008_MAR,2008,5.684539363,3.714843115,10.95,2.27586E+12,37350.96,60931723
